id,data,competencia,responsavel,descricao,valor,categoria,subcategoria,tipo,observacao
27,24/02/2023,02.2023,Thais,Sofa 6/12,"R$ 299,90",Moradia,Moveis_Eletros,CAPEX,
28,25/02/2023,02.2023,Thais,Cama 3/10,"R$ 204,88",Moradia,Moveis_Eletros,CAPEX,
29,26/02/2023,02.2023,Thais,Faxina,"R$ 70,00",Moradia,Faxina,OPEX,
30,01/03/2023,03.2023,Rafa,boleto AP1 fev/36,"R$ 409,42",Investimento,AP315,INVESTIMENTO,
31,02/03/2023,03.2023,Rafa,boleto AP2 fev/36,"R$ 579,83",Investimento,AP315,INVESTIMENTO,
32,03/03/2023,03.2023,Rafa,boleto AP3 fev/36,"R$ 261,09",Investimento,AP315,INVESTIMENTO,
33,04/03/2023,03.2023,Rafa,Pedagio Conectcat,"R$ 150,00",Transporte,Pedagio,OPEX,
34,05/03/2023,03.2023,Rafa,Presente Lucas,"R$ 200,00",Pessoal,Presentes,NAO_ESSENCIAL,
35,06/03/2023,03.2023,Rafa,Racao gordo,"R$ 170,00",Pet,Pet,OPEX,
36,07/03/2023,03.2023,Rafa,Aluguel,"R$ 704,00",Moradia,Aluguel,OPEX,
37,08/03/2023,03.2023,Rafa,Internet,"R$ 129,00",Moradia,Internet,OPEX,
38,09/03/2023,03.2023,Thais,Colchao 7/12,"R$ 299,90",Moradia,Moveis_Eletros,CAPEX,
39,10/03/2023,03.2023,Thais,Luz,"R$ 252,02",Moradia,Luz,OPEX,
40,11/03/2023,03.2023,Thais,Caixa,"R$ 548,16",Investimento,AP315,INVESTIMENTO,
41,12/03/2023,03.2023,Thais,Sofa 4/10,"R$ 204,88",Moradia,Moveis_Eletros,CAPEX,
42,13/03/2023,03.2023,Thais,Comer fora,"R$ 446,07",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
43,14/03/2023,03.2023,Thais,Gasolina,"R$ 608,54",Transporte,Gasolina,OPEX,
44,15/03/2023,03.2023,Thais,Mercado,"R$ 126,70",Alimentacao,Mercado,OPEX,
45,16/03/2023,03.2023,Thais,Casa,"R$ 50,00",Moradia,Moveis_Eletros,CAPEX,
46,17/03/2023,03.2023,Thais,Arikawa,"R$ 52,35",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
47,18/03/2023,03.2023,Thais,Gordinho,"R$ 93,00",Pet,Pet,OPEX,
48,19/03/2023,03.2023,Thais,Carro 1/3,"R$ 719,00",Alimentacao,Mercado,OPEX,
49,20/03/2023,03.2023,Thais,Farmacia,"R$ 84,26",Saude,Farmácia,BEM_ESTAR,
50,01/04/2023,04.2023,Rafa,boleto AP1 mar/36,"R$ 410,15",Investimento,AP315,INVESTIMENTO,
51,02/04/2023,04.2023,Rafa,boleto AP2 mar/36,"R$ 580,86",Investimento,AP315,INVESTIMENTO,
52,03/04/2023,04.2023,Rafa,boleto AP3 mar/36,"R$ 261,55",Investimento,AP315,INVESTIMENTO,
53,04/04/2023,04.2023,Rafa,OCV ferragem,"R$ 10,10",Moradia,Manutencao_Reparos,OPEX,
54,05/04/2023,04.2023,Rafa,OCV ferragem,"R$ 3,20",Moradia,Manutencao_Reparos,OPEX,
55,06/04/2023,04.2023,Rafa,OCV ferragem,"R$ 11,25",Moradia,Manutencao_Reparos,OPEX,
56,07/04/2023,04.2023,Rafa,GMAD,"R$ 354,00",Investimento,AP315,INVESTIMENTO,
57,08/04/2023,04.2023,Rafa,Conectcat,"R$ 50,00",Transporte,Pedagio,OPEX,
58,09/04/2023,04.2023,Rafa,Aluguel,"R$ 754,00",Moradia,Aluguel,OPEX,
59,10/04/2023,04.2023,Rafa,Internet,"R$ 129,00",Moradia,Internet,OPEX,
60,11/04/2023,04.2023,Thais,Colchao 8/12,"R$ 299,90",Moradia,Moveis_Eletros,CAPEX,
61,12/04/2023,04.2023,Thais,Luz,"R$ 302,46",Moradia,Luz,OPEX,
62,13/04/2023,04.2023,Thais,Sofa 5/10,"R$ 204,88",Moradia,Moveis_Eletros,CAPEX,
63,14/04/2023,04.2023,Thais,Carro 2/3,"R$ 719,00",Alimentacao,Mercado,OPEX,
64,15/04/2023,04.2023,Thais,Comer fora,"R$ 785,73",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
65,16/04/2023,04.2023,Thais,Hotel Pinhal,"R$ 140,00",Lazer,Viagens,NAO_ESSENCIAL,
66,17/04/2023,04.2023,Thais,Casa,"R$ 57,60",Moradia,Moveis_Eletros,CAPEX,
67,18/04/2023,04.2023,Thais,Farmacia,"R$ 79,52",Saude,Farmácia,BEM_ESTAR,
68,19/04/2023,04.2023,Thais,Mercado,"R$ 212,34",Alimentacao,Mercado,OPEX,
69,20/04/2023,04.2023,Thais,Gasolina,"R$ 100,00",Transporte,Gasolina,OPEX,
70,21/04/2023,04.2023,Thais,Fruteira,"R$ 72,56",Alimentacao,Mercado,OPEX,
71,22/04/2023,04.2023,Thais,Juros obra,"R$ 273,38",Investimento,AP315,INVESTIMENTO,
72,23/04/2023,04.2023,Thais,Cartorio,"R$ 99,69",Investimento,AP315,INVESTIMENTO,
73,01/05/2023,05.2023,Rafa,boleto AP1 abr/36,"R$ 411,09",Investimento,AP315,INVESTIMENTO,
74,02/05/2023,05.2023,Rafa,boleto AP2 abr/36,"R$ 582,19",Investimento,AP315,INVESTIMENTO,
75,03/05/2023,05.2023,Thais,Colchao 9/12,"R$ 299,90",Moradia,Moveis_Eletros,CAPEX,
76,03/05/2023,05.2023,Rafa,boleto AP3 abr/36,"R$ 262,15",Investimento,AP315,INVESTIMENTO,
77,04/05/2023,05.2023,Rafa,AmazonPrime,"R$ 14,90",Lazer,Assinaturas,NAO_ESSENCIAL,
78,04/05/2023,05.2023,Thais,Estacionamento,"R$ 10,00",Transporte,Estacionamento,OPEX,
79,05/05/2023,05.2023,Thais,Juros obra 4/36,"R$ 467,29",Investimento,AP315,INVESTIMENTO,
80,05/05/2023,05.2023,Rafa,Conectcat,"R$ 50,00",Transporte,Pedagio,OPEX,
81,06/05/2023,05.2023,Rafa,Aluguel,"R$ 764,13",Moradia,Aluguel,OPEX,
82,06/05/2023,05.2023,Thais,Luz,"R$ 125,93",Moradia,Luz,OPEX,
83,07/05/2023,05.2023,Thais,Sofa 6/10,"R$ 204,88",Moradia,Moveis_Eletros,CAPEX,
84,07/05/2023,05.2023,Rafa,Internet,"R$ 125,00",Moradia,Internet,OPEX,
85,08/05/2023,05.2023,Thais,Carro 3/3,"R$ 719,00",Alimentacao,Mercado,OPEX,
86,08/05/2023,05.2023,Rafa,Vet Gordo,"R$ 130,00",Pet,Pet,OPEX,
87,09/05/2023,05.2023,Thais,Amazon Music,"R$ 16,90",Lazer,Assinaturas,NAO_ESSENCIAL,
88,09/05/2023,05.2023,Thais,Comer fora,"R$ 781,56",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
89,10/05/2023,05.2023,Thais,Casa,"R$ 141,46",Moradia,Moveis_Eletros,CAPEX,
90,11/05/2023,05.2023,Thais,Farmacia,"R$ 165,86",Saude,Farmácia,BEM_ESTAR,
91,12/05/2023,05.2023,Thais,Mercado,"R$ 124,39",Alimentacao,Mercado,OPEX,
92,13/05/2023,05.2023,Thais,Gasolina,"R$ 400,62",Transporte,Gasolina,OPEX,
93,14/05/2023,05.2023,Thais,Fruteira,"R$ 83,77",Alimentacao,Mercado,OPEX,
94,02/06/2023,06.2023,Rafa,boleto AP1 mai/36,"R$ 412,72",Investimento,AP315,INVESTIMENTO,
95,03/06/2023,06.2023,Rafa,boleto AP2 mai/36,"R$ 584,51",Investimento,AP315,INVESTIMENTO,
96,03/06/2023,06.2023,Thais,Luz,"R$ 126,51",Moradia,Luz,OPEX,
97,04/06/2023,06.2023,Rafa,boleto AP3 mai/36,"R$ 263,19",Investimento,AP315,INVESTIMENTO,
98,04/06/2023,06.2023,Thais,Mercado,"R$ 165,91",Alimentacao,Mercado,OPEX,
99,05/06/2023,06.2023,Rafa,AmazonPrime,"R$ 14,90",Lazer,Assinaturas,NAO_ESSENCIAL,
100,05/06/2023,06.2023,Thais,Arikawa,"R$ 31,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
101,06/06/2023,06.2023,Thais,Farmacia,"R$ 83,36",Saude,Farmácia,BEM_ESTAR,
102,06/06/2023,06.2023,Rafa,Cirurgia Gordo,"R$ 1.767,50",Pet,Pet,OPEX,
103,07/06/2023,06.2023,Rafa,Pizzaria Tartalia,"R$ 50,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
104,07/06/2023,06.2023,Thais,Gasolina,"R$ 559,14",Transporte,Gasolina,OPEX,
105,08/06/2023,06.2023,Thais,Bazar,"R$ 52,71",Moradia,Moveis_Eletros,CAPEX,
106,08/06/2023,06.2023,Rafa,Pizzaria Tartalia,"R$ 50,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
107,09/06/2023,06.2023,Thais,Sofa 7/10,"R$ 204,88",Moradia,Moveis_Eletros,CAPEX,
108,09/06/2023,06.2023,Rafa,Pomada Gordo,"R$ 69,00",Pet,Pet,OPEX,
109,10/06/2023,06.2023,Thais,Plantas,"R$ 70,00",Moradia,Moveis_Eletros,CAPEX,
110,10/06/2023,06.2023,Rafa,Conectcat,"R$ 50,00",Transporte,Pedagio,OPEX,
111,11/06/2023,06.2023,Thais,Cafe Lila,"R$ 65,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
112,11/06/2023,06.2023,Rafa,Aluguel,"R$ 761,24",Moradia,Aluguel,OPEX,
113,12/06/2023,06.2023,Thais,Aplause,"R$ 11,70",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
114,12/06/2023,06.2023,Rafa,Internet,"R$ 125,00",Moradia,Internet,OPEX,
115,13/06/2023,06.2023,Thais,Ferragem,"R$ 2,00",Moradia,Manutencao_Reparos,OPEX,
116,13/06/2023,06.2023,Rafa,Unisuper,"R$ 47,96",Alimentacao,Mercado,OPEX,
117,14/06/2023,06.2023,Thais,Bazar,"R$ 120,00",Moradia,Moveis_Eletros,CAPEX,
118,14/06/2023,06.2023,Rafa,Unisuper,"R$ 121,13",Alimentacao,Mercado,OPEX,
119,15/06/2023,06.2023,Thais,Vassourinha 1/2,"R$ 99,50",Moradia,Moveis_Eletros,CAPEX,
120,15/06/2023,06.2023,Rafa,Unisuper,"R$ 34,39",Alimentacao,Mercado,OPEX,
121,16/06/2023,06.2023,Thais,Amazon Music,"R$ 16,90",Lazer,Assinaturas,NAO_ESSENCIAL,
122,16/06/2023,06.2023,Thais,Banca 12,"R$ 39,81",Alimentacao,Mercado,OPEX,
123,17/06/2023,06.2023,Thais,casamento bebida,"R$ 231,99",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
124,17/06/2023,06.2023,Thais,Fruteira,"R$ 109,54",Alimentacao,Mercado,OPEX,
125,18/06/2023,06.2023,Thais,Colchao 10/12,"R$ 299,90",Moradia,Moveis_Eletros,CAPEX,
126,18/06/2023,06.2023,Thais,Juros obra 5/36,"R$ 409,96",Investimento,AP315,INVESTIMENTO,
127,19/06/2023,06.2023,Thais,Megacompra,"R$ 175,90",Moradia,Moveis_Eletros,CAPEX,
128,20/06/2023,06.2023,Thais,Presente casamento 1/3,"R$ 79,98",Pessoal,Presentes,NAO_ESSENCIAL,
129,04/07/2023,07.2023,Thais,Farmacia,"R$ 172,31",Saude,Farmácia,BEM_ESTAR,
130,05/07/2023,07.2023,Thais,Bazar,"R$ 16,98",Moradia,Moveis_Eletros,CAPEX,
131,06/07/2023,07.2023,Thais,Sofa 8/10,"R$ 204,88",Moradia,Moveis_Eletros,CAPEX,
132,06/07/2023,07.2023,Rafa,boleto AP1 jun/36,"R$ 416,21",Investimento,AP315,INVESTIMENTO,
133,07/07/2023,07.2023,Rafa,boleto AP2 jun/36,"R$ 589,45",Investimento,AP315,INVESTIMENTO,
134,07/07/2023,07.2023,Thais,Comer fora,"R$ 281,05",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
135,08/07/2023,07.2023,Thais,Vassourinha 2/2,"R$ 99,50",Moradia,Moveis_Eletros,CAPEX,
136,08/07/2023,07.2023,Rafa,boleto AP3 jun/36,"R$ 265,42",Investimento,AP315,INVESTIMENTO,
137,09/07/2023,07.2023,Thais,Juros obra 6/36,"R$ 512,07",Investimento,AP315,INVESTIMENTO,
138,09/07/2023,07.2023,Rafa,AmazonPrime,"R$ 14,90",Lazer,Assinaturas,NAO_ESSENCIAL,
139,10/07/2023,07.2023,Rafa,Carnes Kalunga,"R$ 99,98",Alimentacao,Mercado,OPEX,
140,10/07/2023,07.2023,Thais,Fruteira,"R$ 51,48",Alimentacao,Mercado,OPEX,
141,11/07/2023,07.2023,Thais,Presente Tamara,"R$ 89,99",Pessoal,Presentes,NAO_ESSENCIAL,
142,11/07/2023,07.2023,Rafa,Comida Gordo,"R$ 177,00",Pet,Pet,OPEX,
143,12/07/2023,07.2023,Rafa,Lavagem Carro,"R$ 20,00",Transporte,Manutencao_Reparos,OPEX,
144,13/07/2023,07.2023,Rafa,Moveis Cleber,"R$ 120,00",Moradia,Manutencao_Reparos,OPEX,
145,14/07/2023,07.2023,Rafa,Aluguel,"R$ 746,98",Moradia,Aluguel,OPEX,
146,15/07/2023,07.2023,Rafa,Internet,"R$ 125,00",Moradia,Internet,OPEX,
147,16/07/2023,07.2023,Thais,Amazon Music,"R$ 14,90",Lazer,Assinaturas,NAO_ESSENCIAL,
148,17/07/2023,07.2023,Thais,Colchao 11/12,"R$ 299,90",Moradia,Moveis_Eletros,CAPEX,
149,18/07/2023,07.2023,Thais,Presente casamento 2/3,"R$ 79,98",Pessoal,Presentes,NAO_ESSENCIAL,
150,19/07/2023,07.2023,Thais,Luz,"R$ 135,25",Moradia,Luz,OPEX,
151,20/07/2023,07.2023,Thais,Mercado,"R$ 125,28",Alimentacao,Mercado,OPEX,
152,02/08/2023,08.2023,Rafa,boleto AP1 jul/36,"R$ 265,56",Investimento,AP315,INVESTIMENTO,
153,02/08/2023,08.2023,Thais,Juros obra 6/36,"R$ 553,00",Investimento,AP315,INVESTIMENTO,
154,03/08/2023,08.2023,Rafa,boleto AP2 jul/36,"R$ 416,44",Investimento,AP315,INVESTIMENTO,
155,03/08/2023,08.2023,Thais,Creatina,"R$ 62,00",Alimentacao,Mercado,OPEX,
156,04/08/2023,08.2023,Rafa,boleto AP3 jul/36,"R$ 589,78",Investimento,AP315,INVESTIMENTO,
157,04/08/2023,08.2023,Thais,Chico Felliti,"R$ 9,90",Lazer,Entreterimento,NAO_ESSENCIAL,
158,05/08/2023,08.2023,Rafa,Aluguel,"R$ 591,16",Moradia,Aluguel,OPEX,
159,05/08/2023,08.2023,Thais,Gasosa,"R$ 100,00",Transporte,Gasolina,OPEX,
160,06/08/2023,08.2023,Rafa,Internet,"R$ 125,00",Moradia,Internet,OPEX,
161,06/08/2023,08.2023,Thais,Banca 12,"R$ 52,09",Alimentacao,Mercado,OPEX,
162,07/08/2023,08.2023,Thais,kit chima,"R$ 149,70",Moradia,Moveis_Eletros,CAPEX,
163,07/08/2023,08.2023,Rafa,Unisuper,"R$ 21,27",Alimentacao,Mercado,OPEX,
164,08/08/2023,08.2023,Rafa,Unisuper,"R$ 51,65",Alimentacao,Mercado,OPEX,
165,09/08/2023,08.2023,Rafa,Hiperbem,"R$ 27,32",Alimentacao,Mercado,OPEX,
166,10/08/2023,08.2023,Rafa,Fruteira,"R$ 32,12",Alimentacao,Mercado,OPEX,
167,11/08/2023,08.2023,Thais,Amazon Music,"R$ 31,80",Lazer,Assinaturas,NAO_ESSENCIAL,
168,12/08/2023,08.2023,Thais,Cambota show,"R$ 103,50",Lazer,Entreterimento,NAO_ESSENCIAL,
169,13/08/2023,08.2023,Thais,Colchao 12/12,"R$ 299,90",Moradia,Moveis_Eletros,CAPEX,
170,14/08/2023,08.2023,Thais,Presente casamento 3/3,"R$ 79,98",Pessoal,Presentes,NAO_ESSENCIAL,
171,15/08/2023,08.2023,Thais,produto de limpeza,"R$ 82,76",Moradia,Higiene,OPEX,
172,16/08/2023,08.2023,Thais,Luz,"R$ 162,31",Moradia,Luz,OPEX,
173,17/08/2023,08.2023,Thais,Mercado,"R$ 134,58",Alimentacao,Mercado,OPEX,
174,18/08/2023,08.2023,Thais,Farmacia,"R$ 140,51",Saude,Farmácia,BEM_ESTAR,
175,19/08/2023,08.2023,Thais,Ferragem,"R$ 13,90",Moradia,Manutencao_Reparos,OPEX,
176,20/08/2023,08.2023,Thais,Sofa 9/10,"R$ 204,88",Moradia,Moveis_Eletros,CAPEX,
177,21/08/2023,08.2023,Thais,Comer fora,"R$ 446,78",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
178,22/08/2023,08.2023,Thais,Mega Compra,"R$ 164,40",Moradia,Moveis_Eletros,CAPEX,
179,03/09/2023,09.2023,Rafa,boleto AP1 ago/36,"R$ 591,20",Investimento,AP315,INVESTIMENTO,
180,04/09/2023,09.2023,Rafa,boleto AP2 ago/36,"R$ 266,20",Investimento,AP315,INVESTIMENTO,
181,05/09/2023,09.2023,Thais,Sofa 10/10,"R$ 204,88",Moradia,Moveis_Eletros,CAPEX,
182,05/09/2023,09.2023,Rafa,boleto AP3 ago/36,"R$ 417,45",Investimento,AP315,INVESTIMENTO,
183,06/09/2023,09.2023,Thais,Comer fora,"R$ 248,95",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
184,06/09/2023,09.2023,Rafa,Carne Vinicius,"R$ 35,00",Alimentacao,Mercado,OPEX,
185,07/09/2023,09.2023,Thais,Jarra eletrica 1/3,"R$ 66,64",Moradia,Moveis_Eletros,CAPEX,
186,07/09/2023,09.2023,Rafa,Chips expointer,"R$ 10,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
187,08/09/2023,09.2023,Thais,Ferragem,"R$ 57,65",Moradia,Manutencao_Reparos,OPEX,
188,08/09/2023,09.2023,Rafa,Dsw Bichomimado,"R$ 55,00",Pet,Pet,OPEX,
189,09/09/2023,09.2023,Thais,Chico Felliti,"R$ 9,90",Lazer,Entreterimento,NAO_ESSENCIAL,
190,09/09/2023,09.2023,Rafa,Estacionamento,"R$ 12,00",Transporte,Estacionamento,OPEX,
191,10/09/2023,09.2023,Thais,Banca 12,"R$ 48,65",Alimentacao,Mercado,OPEX,
192,10/09/2023,09.2023,Rafa,Mercado das frutas,"R$ 11,17",Alimentacao,Mercado,OPEX,
193,11/09/2023,09.2023,Thais,Luz,"R$ 141,27",Moradia,Luz,OPEX,
194,11/09/2023,09.2023,Rafa,Mercado Itapema,"R$ 140,00",Alimentacao,Mercado,OPEX,
195,12/09/2023,09.2023,Thais,Expointer,"R$ 45,48",Lazer,Passeio,NAO_ESSENCIAL,
196,12/09/2023,09.2023,Rafa,OCV Ferragem,"R$ 42,69",Moradia,Manutencao_Reparos,OPEX,
197,13/09/2023,09.2023,Rafa,Posto Sorocaba,"R$ 128,00",Transporte,Gasolina,OPEX,
198,14/09/2023,09.2023,Rafa,Queijo Expointer,"R$ 15,50",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
199,15/09/2023,09.2023,Rafa,Sim Freeway,"R$ 100,00",Transporte,Gasolina,OPEX,
200,16/09/2023,09.2023,Rafa,Suco expointer,"R$ 5,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
201,17/09/2023,09.2023,Rafa,Unisuper 26.08,"R$ 11,59",Alimentacao,Mercado,OPEX,
202,18/09/2023,09.2023,Rafa,Aluguel,"R$ 744,30",Moradia,Aluguel,OPEX,
203,19/09/2023,09.2023,Rafa,Internet,"R$ 125,00",Moradia,Internet,OPEX,
204,20/09/2023,09.2023,Rafa,Almoco itapema dos Pais,"R$ 51,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
205,21/09/2023,09.2023,Rafa,Pao Expointer,"R$ 10,00",Lazer,Passeio,NAO_ESSENCIAL,
206,22/09/2023,09.2023,Rafa,Forcafe,"R$ 23,80",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
207,23/09/2023,09.2023,Thais,Amazon Music,"R$ 31,80",Lazer,Assinaturas,NAO_ESSENCIAL,
208,24/09/2023,09.2023,Thais,Juros obra 4/36,"R$ 584,49",Investimento,AP315,INVESTIMENTO,
209,25/09/2023,09.2023,Thais,Mercado,"R$ 199,15",Alimentacao,Mercado,OPEX,
210,26/09/2023,09.2023,Thais,Farmacia,"R$ 89,53",Saude,Farmácia,BEM_ESTAR,
211,27/09/2023,09.2023,Thais,Farmacenter,"R$ 58,70",Saude,Farmácia,BEM_ESTAR,
212,28/09/2023,09.2023,Thais,Ingressos,"R$ 27,50",Lazer,Passeio,NAO_ESSENCIAL,
213,29/09/2023,09.2023,Thais,Lencol,"R$ 71,54",Pessoal,outros,NAO_ESSENCIAL,
214,30/09/2023,09.2023,Thais,Sta Catarina,"R$ 602,00",Lazer,Passeio,NAO_ESSENCIAL,
215,05/10/2023,10.2023,Rafa,boleto AP1 ago/36,"R$ 592,62",Investimento,AP315,INVESTIMENTO,
216,06/10/2023,10.2023,Rafa,boleto AP2 ago/36,"R$ 418,45",Investimento,AP315,INVESTIMENTO,
217,07/10/2023,10.2023,Rafa,boleto AP3 ago/36,"R$ 266,84",Investimento,AP315,INVESTIMENTO,
218,08/10/2023,10.2023,Rafa,Carnes Kalunga,"R$ 80,69",Alimentacao,Mercado,OPEX,
219,09/10/2023,10.2023,Thais,Troca oleo,"R$ 97,50",Transporte,Manutencao_Reparos,OPEX,
220,09/10/2023,10.2023,Rafa,Carnes Vinicius,"R$ 63,00",Alimentacao,Mercado,OPEX,
221,10/10/2023,10.2023,Rafa,Posto Tadeu,"R$ 100,00",Transporte,Gasolina,OPEX,
222,11/10/2023,10.2023,Rafa,Aluguel,"R$ 710,34",Moradia,Aluguel,OPEX,
223,12/10/2023,10.2023,Rafa,Internet,"R$ 125,00",Moradia,Internet,OPEX,
224,13/10/2023,10.2023,Rafa,OCV,"R$ 11,50",Moradia,Manutencao_Reparos,OPEX,
225,14/10/2023,10.2023,Rafa,Unisuper,"R$ 3,99",Alimentacao,Mercado,OPEX,
226,15/10/2023,10.2023,Thais,Amazon Music,"R$ 31,80",Lazer,Assinaturas,NAO_ESSENCIAL,
227,16/10/2023,10.2023,Thais,Juros obra 5,"R$ 668,81",Investimento,AP315,INVESTIMENTO,
228,17/10/2023,10.2023,Thais,Mercado,"R$ 185,34",Alimentacao,Mercado,OPEX,
229,18/10/2023,10.2023,Thais,Frutaria,"R$ 143,11",Alimentacao,Mercado,OPEX,
230,19/10/2023,10.2023,Thais,Estacionamento,"R$ 31,00",Transporte,Estacionamento,OPEX,
231,20/10/2023,10.2023,Thais,casa,"R$ 256,35",Moradia,Moveis_Eletros,CAPEX,
232,21/10/2023,10.2023,Thais,Assistencia,"R$ 80,00",Moradia,Manutencao_Reparos,OPEX,
233,22/10/2023,10.2023,Thais,Gasolina,"R$ 250,00",Transporte,Gasolina,OPEX,
234,23/10/2023,10.2023,Thais,Comer fora,"R$ 518,32",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
235,24/10/2023,10.2023,Thais,Jarra eletrica 2/3,"R$ 66,64",Moradia,Moveis_Eletros,CAPEX,
236,25/10/2023,10.2023,Thais,Esquimo,"R$ 39,50",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
237,26/10/2023,10.2023,Thais,Novarejosa,"R$ 263,40",Pessoal,outros,NAO_ESSENCIAL,
238,27/10/2023,10.2023,Thais,kalunga,"R$ 140,89",Alimentacao,Mercado,OPEX,
239,28/10/2023,10.2023,Thais,Luz,"R$ 169,34",Moradia,Luz,OPEX,
240,29/10/2023,10.2023,Thais,Produto de limpeza,"R$ 63,98",Moradia,Higiene,OPEX,
241,30/10/2023,10.2023,Thais,B12,"R$ 43,18",Alimentacao,Mercado,OPEX,
242,03/11/2023,11.2023,Thais,Luz,"R$ 135,32",Moradia,Luz,OPEX,
243,04/11/2023,11.2023,Thais,Carne,"R$ 91,12",Alimentacao,Mercado,OPEX,
244,05/11/2023,11.2023,Thais,Fruteira,"R$ 125,57",Alimentacao,Mercado,OPEX,
245,06/11/2023,11.2023,Thais,whey,"R$ 85,50",Alimentacao,Mercado,OPEX,
246,07/11/2023,11.2023,Thais,Habbibs,"R$ 28,00",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
247,08/11/2023,11.2023,Thais,Mercado,"R$ 16,45",Alimentacao,Mercado,OPEX,
248,09/11/2023,11.2023,Thais,Panvel,"R$ 276,95",Saude,Farmácia,BEM_ESTAR,
249,10/11/2023,11.2023,Thais,Comer fora sushi,"R$ 114,70",Alimentacao,Restaurante_Delivery,NAO_ESSENCIAL,
